༢ཁུགས | ཁུག_འདས་པ།_ཐ་མི་དད་པ
གཤིབ | གཤིབ_ད་ལྟ་བ།_###+གཤིབ_མ་འོངས་པ།_ཐ་དད་པ+གཤིབ_ད་ལྟ་བ།_ཐ་དད་པ+གཤིབ_མ་འོངས་པ།_###
གཤིབས | གཤིབ_འདས་པ།_ཐ་དད་པ+གཤིབ_འདས་པ།_###+གཤིབ_སྐུལ་ཚིག_ཐ་དད་པ+གཤིབ_སྐུལ་ཚིག_###
གཤུ | གཤུ_ད་ལྟ་བ།_ཐ་དད་པ
གཤུང | གཤུང_ད་ལྟ་བ།_ཐ་དད་པ
གཤུད | གཤུད_ད་ལྟ་བ།_ཐ་དད་པ+གཤུད_མ་འོངས་པ།_ཐ་དད་པ
གཤུམ | བྱ་ཚིག_ཐ་མི་དད་པ
གཤུར | གཤུར_ད་ལྟ་བ།_ཐ་དད་པ
གཤེ | གཤེ_མ་འོངས་པ།_ཐ་དད་པ+གཤེ_ད་ལྟ་བ།_ཐ་དད་པ
གཤེགས | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ+བྱ་ཚིག_###
གཤེར | གཟུགས་མི་འགྱུར་བ_ཐ་དད་པ+གཤེར_ད་ལྟ་བ།_###
གཤེས | གཤེ_འདས་པ།_ཐ་དད་པ+གཤེ_སྐུལ་ཚིག_ཐ་དད་པ
གཤོ | གཤོ_ད་ལྟ་བ།_###+གཤོ_ད་ལྟ་བ།_ཐ་དད་པ+གཤོ_མ་འོངས་པ།_###
གཤོག | གཤོག_ད་ལྟ་བ།_ཐ་དད་པ
གཤོགས | གཤོག_སྐུལ་ཚིག_ཐ་དད་པ
གཤོང | གཤོང_ད་ལྟ་བ།_ཐ་དད་པ+གཤོང_ད་ལྟ་བ།_###
གཤོངས | གཤོང_སྐུལ་ཚིག_###+གཤོང_སྐུལ་ཚིག_ཐ་དད་པ
གཤོམ | གཤོམ_ད་ལྟ་བ།_###+གཤོམ_ད་ལྟ་བ།_ཐ་དད་པ
གཤོར | གཤོར_སྐུལ་ཚིག_###+གཤོར_སྐུལ་ཚིག_ཐ་དད་པ+གཤོར_ད་ལྟ་བ།_ཐ་དད་པ+གཤར_སྐུལ་ཚིག_ཐ་མི་དད་པ+གཤོར_ད་ལྟ་བ།_###
གཤོས | གཤོ_འདས་པ།_###+གཤོ_སྐུལ་ཚིག_###
གས | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ
གསག | བྱ་ཚིག_ཐ་དད་པ
གསང | གསང_ད་ལྟ་བ།_ཐ་དད་པ+གསང_འདས་པ།_ཐ་དད་པ+གསང_མ་འོངས་པ།_ཐ་དད་པ
གསངས | བྱ་ཚིག_ཐ་དད་པ
གསད | གསོད_མ་འོངས་པ།_ཐ་དད་པ+གསོད_མ་འོངས་པ།_###
གསན | གསན_ད་ལྟ་བ།_ཐ་དད་པ+གསན_མ་འོངས་པ།_ཐ་དད་པ+གསན_འདས་པ།_ཐ་དད་པ
གསབ | བྱ་ཚིག_ཐ་དད་པ
གསིག | གསིག_ད་ལྟ་བ།_ཐ་དད་པ
གསིང | གསིང_ད་ལྟ་བ།_ཐ་དད་པ
གསིངས | གསིང_སྐུལ་ཚིག_ཐ་དད་པ
གསིར | གསིར_སྐུལ་ཚིག_ཐ་དད་པ+གསིར_ད་ལྟ་བ།_ཐ་དད་པ
གསིལ | གསིལ_ད་ལྟ་བ།_###+གསིལ_སྐུལ་ཚིག_###+གསིལ_སྐུལ་ཚིག_ཐ་དད་པ+གསིལ_ད་ལྟ་བ།_ཐ་དད་པ
གསུང | གསུང_མ་འོངས་པ།_ཐ་དད་པ+གསུང_ད་ལྟ་བ།_ཐ་དད་པ
གསུངས | གསུང_སྐུལ་ཚིག_ཐ་དད་པ+གསུང_འདས་པ།_ཐ་དད་པ
གསུབ | གསུབ_མ་འོངས་པ།_ཐ་དད་པ+གསུབ_ད་ལྟ་བ།_ཐ་དད་པ
གསུབས | གསུབ_སྐུལ་ཚིག_ཐ་དད་པ
གསུར | བྱ་ཚིག_ཐ་དད་པ
གསེག | གསེག_ད་ལྟ་བ།_ཐ་དད་པ
གསེད | གསེད_མ་འོངས་པ།_ཐ་དད་པ+གསེད_ད་ལྟ་བ།_ཐ་དད་པ
གསོ | གསོ_ད་ལྟ་བ།_ཐ་དད་པ+གསོ_ད་ལྟ་བ།_###+གསོ_མ་འོངས་པ།_ཐ་དད་པ+གསོ_མ་འོངས་པ།_###
གསོག | གསོག_ད་ལྟ་བ།_ཐ་དད་པ+གསོག_ད་ལྟ་བ།_###
གསོགས | གསེག_སྐུལ་ཚིག_ཐ་དད་པ
གསོང | བྱ་ཚིག_ཐ་དད་པ
གསོངས | གསང_སྐུལ་ཚིག_ཐ་དད་པ
གསོད | གསོད_ད་ལྟ་བ།_ཐ་དད་པ+གསོད_ད་ལྟ་བ།_###
གསོན | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ+གསན_སྐུལ་ཚིག_ཐ་དད་པ
གསོབ | གསོབ_ད་ལྟ་བ།_ཐ་དད་པ+གསོབ_ད་ལྟ་བ།_###
གསོར | གསོར_ད་ལྟ་བ།_ཐ་དད་པ+གསོར_ད་ལྟ་བ།_###+གསོར_སྐུལ་ཚིག_###+གསོར_སྐུལ་ཚིག_ཐ་དད་པ
གསོལ | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ+བྱ་ཚིག_###
གསོས | གསོ_འདས་པ།_###+གསོ_སྐུལ་ཚིག_###+གསོ_འདས་པ།_ཐ་དད་པ+གསོ_སྐུལ་ཚིག_ཐ་དད་པ
གུམ | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ
གོ | གཟུགས་མི་འགྱུར་བ_ཐ་དད་པ+བྱ་ཚིག_###
གོག | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ+བྱ་ཚིག_###
གོད | གཟུགས་མི་འགྱུར་བ_ཐ་དད་པ
གོན | གཟུགས་མི་འགྱུར་བ_ཐ་དད་པ
གོབ | གབ_སྐུལ་ཚིག_ཐ་དད་པ
གོམས | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ
གོལ | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ
གོས | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ
གྱིམ | བྱ་ཚིག_###
གྱིས | བགྱིད_སྐུལ་ཚིག_ཐ་དད་པ
གྱུར | འགྱུར_འདས་པ།_ཐ་མི་དད་པ
གྱེད | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ
གྱེར | བྱ་ཚིག_ཐ་དད་པ
གྱེས | འགྱེ_འདས་པ།_ཐ་མི་དད་པ+འགྱེ_སྐུལ་ཚིག_ཐ་མི་དད་པ
གྱོན | གཟུགས་མི་འགྱུར་བ_ཐ་དད་པ
གྱོལ | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ
གྲག | གྲག_མ་འོངས་པ།_ཐ་མི་དད་པ+གྲག_ད་ལྟ་བ།_ཐ་མི་དད་པ+གྲིམ_མ་འོངས་པ།_ཐ་མི་དད་པ+གྲིམ_ད་ལྟ་བ།_ཐ་མི་དད་པ
གྲགས | གྲིམ_འདས་པ།_ཐ་མི་དད་པ+གྲག_འདས་པ།_ཐ་མི་དད་པ
གྲང | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ
གྲིལ | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ+འགྲིལ_འདས་པ།_ཐ་མི་དད་པ
གྲུག | གྲུག_མ་འོངས་པ།_ཐ་མི་དད་པ+གྲུག_ད་ལྟ་བ།_ཐ་མི་དད་པ+གྲུག_ད་ལྟ་བ།_###+གྲུག_མ་འོངས་པ།_###
གྲུགས | གྲུག_འདས་པ།_ཐ་མི་དད་པ+གྲུག_འདས་པ།_###
གྲུངས | བྱ་ཚིག_ཐ་དད་པ
གྲུབ | འགྲུབ_འདས་པ།_ཐ་མི་དད་པ
གྲུམ | གྲུམ_ད་ལྟ་བ།_ཐ་མི་དད་པ+གྲུམ_མ་འོངས་པ།_ཐ་མི་དད་པ
གྲུམས | གྲུམ_འདས་པ།_ཐ་མི་དད་པ
གྲེམས | བྱ་ཚིག_ཐ་དད་པ
གྲོངས | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ
གྲོན | གཟུགས་མི་འགྱུར་བ_ཐ་དད་པ
གྲོལ | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ+བྱ་ཚིག_###
གླ | གླ_མ་འོངས་པ།_ཐ་དད་པ+གླ_ད་ལྟ་བ།_ཐ་དད་པ+གླེང_མ་འོངས་པ།_ཐ་དད་པ+གླེང_ད་ལྟ་བ།_ཐ་དད་པ
གླན | གློན_འདས་པ།_ཐ་དད་པ+གློན_མ་འོངས་པ།_ཐ་དད་པ+གློན_མ་འོངས་པ།_###+གློན_འདས་པ།_###
གླལ | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ
གླས | གླེང_འདས་པ།_ཐ་དད་པ+གླ_འདས་པ།_ཐ་དད་པ
གླེབ | གླེབ_ད་ལྟ་བ།_ཐ་དད་པ+གླེབ_མ་འོངས་པ།_ཐ་དད་པ+གླེབ_ད་ལྟ་བ།_###+གླེབ_མ་འོངས་པ།_###
གླེབས | གླེབ_སྐུལ་ཚིག_###+གླེབ_སྐུལ་ཚིག_ཐ་དད་པ+གླེབ_འདས་པ།_###+གླེབ_འདས་པ།_ཐ་དད་པ
གློང | གློང_མ་འོངས་པ།_ཐ་དད་པ+གློང_ད་ལྟ་བ།_ཐ་དད་པ
གློངས | གློང_འདས་པ།_ཐ་དད་པ+གློང_སྐུལ་ཚིག_ཐ་དད་པ
གློད | བྱ་ཚིག_###
གློན | གློན_ད་ལྟ་བ།_###+གློན_སྐུལ་ཚིག_###+གློན_སྐུལ་ཚིག_ཐ་དད་པ+གློན_ད་ལྟ་བ།_ཐ་དད་པ
གློས | གླ_སྐུལ་ཚིག_ཐ་དད་པ+གླེང_སྐུལ་ཚིག_ཐ་དད་པ
ངར | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ
ངལ | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ
ངུ | ངུ_མ་འོངས་པ།_ཐ་མི་དད་པ+ངུ_ད་ལྟ་བ།_ཐ་མི་དད་པ
ངུར | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ
ངུས | ངུ_འདས་པ།_ཐ་མི་དད་པ+ངུ_སྐུལ་ཚིག_ཐ་མི་དད་པ
ངེར | གཟུགས་མི་འགྱུར་བ_ཐ་དད་པ
ངེས | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ
ངོམ | ངོམ_ད་ལྟ་བ།_ཐ་དད་པ+ངོམ_མ་འོངས་པ།_ཐ་དད་པ
ངོམས | ངོམ_འདས་པ།_ཐ་དད་པ+གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ+ངོམ_སྐུལ་ཚིག_ཐ་དད་པ
ཅེམ | ཅེམ_ད་ལྟ་བ།_ཐ་དད་པ
ཅེམས | ཅེམ_སྐུལ་ཚིག_ཐ་དད་པ
ཆག | འཆག_འདས་པ།_###+འཆག_འདས་པ།_ཐ་མི་དད་པ
ཆགས | འཆག_འདས་པ།_###+གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ
ཆད | གཟུགས་མི་འགྱུར་བ_###+འཆད_འདས་པ།_ཐ་མི་དད་པ
ཆས | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ
ཆིབས | འཆིབ_སྐུལ་ཚིག_ཐ་དད་པ
ཆིར | འཆིར_སྐུལ་ཚིག_ཐ་དད་པ+འཆིར_སྐུལ་ཚིག_###
ཆིལ | འཇིལ_སྐུལ་ཚིག_ཐ་དད་པ
ཆུག | འཇུག_སྐུལ་ཚིག_ཐ་དད་པ
ཆུད | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ+བྱ་ཚིག_###
ཆུན | འཆུན_སྐུལ་ཚིག_ཐ་དད་པ+འཇུན_སྐུལ་ཚིག_ཐ་དད་པ
ཆུབ | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ
ཆུམས | འཇུམ_སྐུལ་ཚིག_ཐ་དད་པ
ཆུར | འཇུར_སྐུལ་ཚིག_ཐ་དད་པ+འཇུར_སྐུལ་ཚིག_###
ཆུས | འཆུ_སྐུལ་ཚིག_ཐ་དད་པ
ཆོག | གཅོག_སྐུལ་ཚིག_###+འཇག_སྐུལ་ཚིག_ཐ་དད་པ+གཅོག_སྐུལ་ཚིག_ཐ་དད་པ
ཆོགས | འཆག_སྐུལ་ཚིག_###
ཆོངས | འཆིང_སྐུལ་ཚིག_ཐ་དད་པ+འཆང_སྐུལ་ཚིག_ཐ་དད་པ+འཆང_སྐུལ་ཚིག_###
ཆོད | གཟུགས་མི་འགྱུར་བ_###+གཅོད_སྐུལ་ཚིག_###+འཆད_སྐུལ་ཚིག_ཐ་མི་དད་པ+གཅོད_སྐུལ་ཚིག_ཐ་དད་པ+གཅོད_སྐུལ་ཚིག_ཐ་མི་དད་པ
ཆོབས | འཆབ_སྐུལ་ཚིག_ཐ་དད་པ
ཆོམ | འཇོམས_སྐུལ་ཚིག_ཐ་དད་པ
ཆོམས | གཅོམ_སྐུལ་ཚིག_ཐ་དད་པ
ཆོར | གཅར_སྐུལ་ཚིག_###
ཆོལ | འཆོལ_སྐུལ་ཚིག_ཐ་དད་པ+འཆོལ_སྐུལ་ཚིག_###
ཆོས | འཆའ_སྐུལ་ཚིག_ཐ་མི་དད་པ+འཆོས_སྐུལ་ཚིག_ཐ་དད་པ+འཆོས_སྐུལ་ཚིག_###+འཆའ_སྐུལ་ཚིག_###+འཆའ_སྐུལ་ཚིག_ཐ་དད་པ
ཉ | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ
ཉན | ཉན_ད་ལྟ་བ།_ཐ་དད་པ
ཉམས | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ
ཉར | ཉར_འདས་པ།_ཐ་དད་པ+ཉར_ད་ལྟ་བ།_ཐ་དད་པ+ཉར_མ་འོངས་པ།_ཐ་དད་པ
ཉལ | ཉལ_མ་འོངས་པ།_ཐ་མི་དད་པ+ཉལ_ད་ལྟ་བ།_ཐ་མི་དད་པ+ཉལ_འདས་པ།_ཐ་མི་དད་པ
ཉིལ | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ
ཉུག | ཉུག_ད་ལྟ་བ།_ཐ་དད་པ+ཉུག_མ་འོངས་པ།_ཐ་མི་དད་པ+ཉུག_ད་ལྟ་བ།_ཐ་མི་དད་པ+ཉུག_མ་འོངས་པ།_ཐ་དད་པ+ཉུག_ད་ལྟ་བ།_###+ཉུག_མ་འོངས་པ།_###
ཉུགས | ཉུག_སྐུལ་ཚིག_###+ཉུག_འདས་པ།_###+ཉུག_སྐུལ་ཚིག_ཐ་མི་དད་པ+ཉུག_སྐུལ་ཚིག_ཐ་དད་པ+ཉུག_འདས་པ།_ཐ་མི་དད་པ+ཉུག_འདས་པ།_ཐ་དད་པ
ཉུལ | གཟུགས་མི་འགྱུར་བ_ཐ་དད་པ+གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ
ཉེད | ཉེད_ད་ལྟ་བ།_ཐ་དད་པ
ཉེན | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ
ཉེས | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ
ཉོ | ཉོ_ད་ལྟ་བ།_ཐ་དད་པ+ཉོ_མ་འོངས་པ།_ཐ་དད་པ
ཉོན | ཉན_སྐུལ་ཚིག_ཐ་དད་པ
ཉོབ | བྱ་ཚིག_ཐ་མི་དད་པ
ཉོར | ཉར_སྐུལ་ཚིག_ཐ་དད་པ
ཉོལ | ཉལ_སྐུལ་ཚིག_ཐ་མི་དད་པ
ཉོས | ཉོ_འདས་པ།_ཐ་དད་པ+ཉོ_སྐུལ་ཚིག_ཐ་དད་པ
ཐང | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ
ཐར | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ
ཐལ | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ
ཐིགས | བྱ་ཚིག_ཐ་མི་དད་པ
ཐིངས | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ+བྱ་ཚིག_###
